frame,offset
672,88.998001
673,47.384403
674,33.561363
675,82.283806
676,59.029953
677,96.645592
678,81.725449
679,43.16571
680,9.728961
681,76.870514
682,7.076702
683,60.912598
684,6.38703
685,30.526876
686,70.755142
687,79.68515
688,11.441851
689,16.18574
690,15.681342
691,61.901886
692,98.448021
693,64.02433
694,51.266396
695,68.949501
696,37.180466
697,49.121548
698,22.377354
699,18.796707
700,27.735746
701,94.907387
702,20.860659
703,42.490566
704,20.97769
705,90.942398
706,3.028028
707,82.285301
708,64.885513
709,90.717552
710,63.075783
711,75.36866
712,85.397537
713,70.745041
714,42.954174
715,27.250944
716,38.419266
717,95.190758
718,4.341465
719,39.48629
720,77.894249
721,94.488152
722,80.438545
723,60.046204
724,21.871819
725,65.981789
726,15.666036
727,83.404449
728,7.929237
729,64.228798
730,72.833717
731,43.467621
732,11.049672
733,46.238663
734,15.93851
735,53.604324
736,91.191742
737,57.323471
738,40.567513
739,57.55307
740,27.353849
741,93.102631
742,1.312068
743,92.263611
744,75.786919
745,41.123722
746,86.53141
747,3.849668
748,49.512257
749,8.321355
750,90.54879
751,63.305508
752,92.037346
753,41.575668
754,70.336861
755,59.717888
756,74.509483
757,85.399986
758,79.626427
759,44.190483
760,4.025207
761,55.517284
762,37.756584
763,83.378098
764,59.631386
765,90.00956
766,67.49395
767,31.556463
768,20.265425
769,64.150429
770,51.240517
771,72.269012
772,24.122147
773,96.104912
774,3.347953
775,63.170872
776,3.329519
777,22.213577
778,8.778272
779,81.86261
780,3.891522
781,70.125481
782,7.776168
783,87.343521
784,96.820763
785,35.154205
786,39.276424
787,36.187241
788,60.253441
789,93.831963
790,97.132248
791,25.436163
792,7.531579
793,26.532848
794,25.550314
795,66.083176
796,79.024498
797,34.983124
798,54.88398
799,80.136414
800,79.185722
801,23.430412
802,66.270782
803,64.418648
804,97.438232
805,55.079357
806,23.398375
807,85.254868
808,9.160216
809,15.302525
810,98.086075
811,54.676342
812,34.067535
813,35.090488
814,58.756451
815,21.733578
816,84.726715
817,86.519028
818,86.680862
819,88.64463
820,52.173737
821,29.399408
822,36.976288
823,20.808512
824,5.311387
825,8.22565
826,90.262962
827,1.085259
828,21.46306
829,9.171077
830,16.810156
831,78.177147
832,87.210243
833,69.948715
834,79.921738
835,24.362207
836,43.024445
837,29.596016
838,82.349815
839,62.024261
840,97.223747
841,23.197285
842,40.478241
843,39.256607
844,0.213251
845,24.818668
846,18.182678
847,15.124498
848,10.802536
849,77.982895
850,23.472898
851,81.160721
852,73.96743
853,76.182655
854,46.199837
855,15.349889
856,56.848831
857,25.11743
858,13.233693
859,66.448135
860,88.266869
861,84.643547
862,64.73381
863,24.0417
864,58.719433
865,13.677102
866,91.861046
867,84.73082
868,56.847958
869,81.246277
870,39.723473
871,91.176056
872,31.783712
873,41.736427
874,70.640549
875,44.739529
876,8.525951
877,70.818489
878,89.169975
879,62.811726
880,53.392494
881,92.392189
882,54.842056
883,67.172058
884,65.072647
885,95.004654
886,54.50309
887,54.234676
888,80.785713
889,56.322025
890,36.821812
891,51.703472
892,55.643612
893,33.6744
894,77.944298
895,56.039818
896,12.06804
897,67.494293
898,40.390404
899,37.353813
900,6.306308
901,98.748146
902,13.162779
903,80.525528
904,4.359529
905,35.478279
906,90.577385
907,46.203094
908,50.844471
909,59.231838
910,7.94114
911,58.610649
912,26.509821
913,66.60968
914,16.68119
915,24.240843
916,73.081451
917,78.432945
918,1.162545
919,84.269211
920,22.926928
921,14.781312
922,75.389412
923,69.038414
924,96.034393
925,67.780838
926,15.41338
927,20.524622
928,82.536247
929,72.719055
930,89.378746
931,96.147598
932,8.643537
933,43.956081
934,65.112801
935,99.934288
936,10.982759
937,55.808735
938,9.234091
939,8.485524
940,57.564342
941,95.585503
942,68.27375
943,23.484209
944,90.268333
945,40.185246
946,70.012833
947,77.266258
948,53.905891
949,52.358143
950,39.795357
951,59.484001
952,67.371292
953,4.392986
954,54.540432
955,88.781662
956,55.537918
957,13.994579
958,76.240906
959,57.26963
960,61.785725
961,94.194138
962,74.753479
963,42.255436
964,37.988277
965,23.492231
966,30.162029
967,88.150475
968,53.355755
969,60.50647
970,23.792414
971,50.286171
972,32.524704
973,70.832573
974,47.150158
975,16.165798
976,59.116505
977,13.085789
978,27.873932
979,74.579277
980,71.629471
981,45.200478
982,99.055313
983,21.399977
984,65.440582
985,12.384481
986,36.342445
987,45.700241
988,85.94754
989,24.982174
990,43.364922
991,81.556366
992,79.57605
993,80.894707
994,26.592232
995,63.405071
996,74.705444
997,79.439606
998,51.672318
999,17.495617
1000,60.585434
1001,88.176376
1002,51.533619
1003,7.501798
1004,75.255638
1005,84.708282
1006,66.587555
1007,40.029453
1008,35.368748
1009,36.326096
1010,97.871811
1011,60.489227
1012,63.492073
1013,46.674728
1014,68.639198
1015,29.484644
1016,94.340599
1017,23.837679
1018,92.340324
1019,37.933125
1020,13.303194
1021,96.404396
1022,87.271355
1023,39.832134
1024,20.281311
1025,85.084221
1026,37.324917
1027,44.030457
1028,75.379486
1029,57.045597
1030,55.221169
1031,98.694954
1032,23.872259
1033,63.469501
1034,89.89077
1035,90.996277
1036,20.03376
1037,20.205797
1038,70.216187
1039,30.458593
1040,30.647142
1041,97.205467
1042,13.48541
1043,15.16058
1044,13.303916
1045,38.366463
1046,66.212601
1047,89.686455
1048,14.431199
1049,60.795898
1050,10.633241
1051,19.56126
1052,83.779335
1053,51.815598
1054,34.181034
1055,75.53968
1056,32.667595
1057,13.072985
1058,4.549679
1059,48.493523
1060,21.536625
1061,93.8377
1062,86.349258
1063,53.695457
1064,91.482841
1065,54.88163
1066,64.810654
1067,16.371019
1068,9.397167
1069,59.69099
1070,35.166214
1071,20.631977
1072,48.750587
1073,3.871954
1074,93.123421
1075,90.729462
1076,28.578436
1077,94.45874
1078,6.534168
1079,57.998924
1080,10.096812
1081,25.386101
1082,83.033348
1083,97.771667
1084,89.01416
1085,94.233627
1086,28.107458
1087,16.882683
1088,16.827778
1089,19.695007
1090,97.73217
1091,35.107861
1092,41.21962
1093,82.911415
1094,51.623569
1095,85.45977
1096,7.806312
1097,29.61421
1098,31.037418
1099,74.205048
1100,25.478891
1101,25.555155
1102,61.433193
1103,74.652092
1104,46.872246
1105,71.255974
1106,46.91502
1107,28.230888
1108,48.253265
1109,68.696686
1110,12.986115
1111,48.683083
1112,37.320095
1113,12.097933
1114,89.834053
1115,44.22448
1116,21.232256
1117,54.974007
1118,49.359993
1119,63.295185
1120,62.676975
1121,14.127822
1122,50.571991
1123,73.063026
1124,83.899101
1125,32.831367
1126,82.953529
1127,31.084375
1128,30.46237
1129,68.115913
1130,26.857973
1131,75.624603
1132,50.312214
1133,16.368876
1134,71.024757
1135,77.575516
1136,6.522202
1137,86.43795
1138,22.018269
1139,29.423447
1140,6.19396
1141,53.549015
1142,83.100662
1143,17.674162
1144,6.994599
1145,5.657102
1146,23.467237
1147,51.29274
1148,56.600182
1149,28.614248
1150,52.811333
1151,79.952553
1152,50.108765
1153,27.662615
1154,62.917847
1155,31.782164
1156,64.165253
1157,8.118314
1158,40.653625
1159,13.000917
1160,1.732006
1161,88.212784
1162,22.938957
1163,11.958353
1164,38.661057
1165,26.564188
1166,36.710712
1167,6.925983
1168,34.646286
1169,57.332874
1170,85.835365
1171,1.104937
1172,55.891991
1173,10.778457
1174,53.490707
1175,83.091705
1176,2.832897
1177,82.928101
1178,96.742538
1179,91.696144
1180,9.259629
1181,80.203903
1182,70.123375
1183,40.756218
1184,84.52388
1185,59.227234
1186,91.913368
1187,90.544525
1188,67.68679
1189,11.661095
1190,30.195387
1191,34.453049
1192,3.418061
1193,65.31749
1194,32.62941
1195,85.311378
1196,27.445322
1197,0.35741
1198,1.332149
1199,90.930511
