x,y,z
0.642286,0.213497,2.84047
-2.963356,0.075308,-0.711771
0.053461,0.336594,-1.91138
-1.870523,0.139846,-1.593097
-0.082082,-0.62526,0.155875
-1.334419,-1.000498,-0.460405
0.47782,0.494288,2.495853
1.444279,1.237153,0.946203
0.596686,0.956338,-0.79464
2.673115,0.108542,-0.626544
1.387217,-0.239753,1.013203
1.743546,0.267981,0.883482
0.338978,0.891248,2.311268
-0.497554,-3.117931,-0.711706
0.533246,2.432593,0.150652
-1.67614,-2.499229,0.18979
-2.272068,0.016496,-1.55466
0.032892,0.388967,-0.497305
-2.059655,0.564185,-1.460683
2.49496,-1.369535,0.422035
-2.723573,-0.548493,1.107591
-1.384555,1.164696,-0.360232
1.079052,1.104727,0.537525
-1.098087,2.428566,-0.137113
-0.559026,-2.409457,0.124371
-2.514327,-0.38458,-0.075749
-1.621884,0.228305,-1.357887
2.880367,-0.311692,0.763431
-1.101925,2.397096,-0.824544
-0.265499,0.198562,-2.388251
0.153702,0.548247,0.788022
0.245783,0.36876,-1.564834
-0.25129,-2.351114,1.96943
0.865881,0.775719,2.518199
-0.221182,2.475285,-1.72734
-2.60665,1.709584,-0.066768
-0.80135,-1.674583,-0.768567
-2.075927,0.697022,0.770879
-1.621197,-1.060265,0.825071
2.609,-0.752016,-0.921153
-0.659119,-2.173442,0.248647
-1.767533,2.173331,0.571419
-2.738556,0.481497,0.858017
-0.213157,0.554961,2.198332
-0.666402,-2.876464,-0.219972
1.032065,-1.04028,-1.243812
1.010584,0.426029,2.557353
-0.01466,2.769631,1.238542
1.667525,-1.068386,-0.8608
1.495673,-0.853825,2.029723
1.41288,-0.877668,-0.207246
-1.731082,0.216175,-0.184854
1.72021,-0.793878,1.307266
-1.183076,-2.904038,6.6e-05
-0.800695,-0.439637,1.869614
1.059139,2.883231,-0.536639
-1.629293,-0.305769,-1.334631
-0.342627,0.295996,0.936459
0.510859,0.872621,-1.493736
-0.389841,1.078728,-3.026578
-2.387655,1.12407,-1.132131
-1.533899,0.058152,0.564184
0.736769,1.798786,0.236515
1.109013,0.76015,1.116151
-0.243495,2.554673,1.642561
0.099271,3.01334,-0.112981
0.570641,0.063233,-1.190593
0.091847,1.689902,-1.105249
1.558818,0.07163,-1.237212
-0.353019,-0.839026,2.885439
-0.990606,-0.776256,1.900608
-1.476681,-1.871285,1.183228
2.374901,-1.146328,1.023468
-2.483827,-0.470388,-1.582978
-0.265121,0.90495,-1.274463
0.351447,1.03799,-2.688065
0.008621,0.55358,-0.520434
-0.676023,0.667948,-1.694722
-1.641114,-2.336358,-0.179076
-1.760092,0.281935,1.047894
-2.972661,0.630175,0.839553
-2.36626,0.720909,0.229301
-0.249703,-0.023869,2.021269
0.136783,0.149771,-2.664227
0.578398,-0.271741,-0.837066
0.057452,0.544541,-2.092024
0.073401,-1.076112,-2.391487
0.918318,1.157619,0.911182
-1.161745,2.60687,0.271269
-0.352441,2.687264,0.487839
-0.87705,0.136319,0.803189
-0.65824,-1.986835,-1.659093
-0.170591,2.632961,-0.247837
1.050037,-1.459692,1.482064
-0.120854,-2.875273,-1.256841
0.031751,0.666411,-1.138765
-0.159298,1.778873,2.352886
0.610361,-1.880692,-0.760475
1.050276,1.887885,1.091155
0.723426,0.382968,-1.219472
0.717509,1.906218,-0.199002
1.031093,0.175884,-2.963613
1.861505,0.487176,0.095554
2.341862,-0.520913,1.154351
1.731745,0.192194,2.541141
0.908888,0.282062,-2.995842
-0.113697,-0.352051,0.813348
-0.202344,1.882999,-0.918829
-0.501862,0.429597,2.07805
-0.978508,-0.322784,-2.22217
0.397424,2.30831,-0.254528
-2.262952,0.547414,-1.850461
1.04351,-2.265159,0.976032
-1.689917,-0.775246,1.868098
1.887484,0.447025,-2.337804
1.019273,-0.189381,-0.352047
0.745721,2.313643,-0.723556
-0.718019,0.444947,1.232165
-0.623538,2.756216,-0.607123
0.504969,0.0419,1.994673
-0.931906,-0.508161,-2.439141
-1.844447,-0.248202,2.234941
2.290954,1.211206,1.110947
1.733416,0.327783,2.223755
-0.552471,-3.063288,-0.055282
0.795788,-2.330383,-1.206917
1.002852,-2.597219,-0.187606
1.338618,-0.095215,2.962999
1.511222,0.046441,-3.092844
0.853585,1.869531,-1.912239
-0.901865,-0.670305,0.12778
1.455825,0.86885,-0.151051
-0.021455,2.284494,-1.915281
1.967562,0.676839,1.708436
0.807542,0.070228,1.132281
2.10781,-0.584427,-0.929974
-0.926001,-1.110825,1.522076
0.089177,-0.568824,-1.501254
1.58299,-0.694513,-1.279163
0.465212,-0.039077,-1.197985
-0.148533,-0.849518,1.847496
-0.716703,0.960205,2.299841
0.052807,0.151643,0.1188
-0.408577,-0.689097,-0.149553
-2.303688,-0.430485,-1.599591
-1.298758,-0.221738,3.133703
-2.148948,0.796967,0.736636
-1.89889,-0.166842,2.16964
0.234844,0.036133,-2.918781
2.093154,-0.090095,1.01441
1.111304,-1.332222,1.676067
1.543082,-0.211567,-0.15635
-2.288757,0.621324,0.658445
-1.549535,0.029476,-1.19284
0.696816,-0.79746,-0.892336
-0.570598,2.70739,-1.419047
-0.498742,-0.07994,-0.081079
-0.395319,-2.794082,0.228115
-1.540707,0.356701,-1.651276
-0.387231,-0.583086,2.283579
1.572666,0.568937,-0.906456
-1.064196,0.482453,1.53427
3.00848,-1.216595,0.21865
-0.335529,-0.791561,0.073346
0.906742,-0.920054,-0.201559
1.091814,-0.71281,-0.929668
0.250056,-3.039863,-1.003374
2.039061,-0.501882,0.229894
0.338853,-0.850407,1.403672
0.780965,0.339357,-1.149751
-0.013654,0.29432,2.940342
-0.387207,0.533123,-0.24206
0.638489,0.677309,-0.843052
-0.366861,2.939991,-1.196411
-1.911227,0.24315,2.307476
0.778013,-0.78616,2.834826
-0.244729,1.068039,2.808911
-0.594445,-0.914284,-2.585783
2.174425,1.187657,0.674084
1.660192,-0.196184,-1.748219
0.60562,2.414206,-1.089981
-2.780299,0.160272,0.92207
1.551756,0.101702,2.139419
1.098234,0.024032,-2.017427
-2.693629,0.94793,1.03075
-1.949704,0.356145,2.005353
-1.046847,2.449675,0.18613
2.626611,0.656254,1.394407
-3.008206,-1.029706,-0.354344
0.219936,2.017262,0.404759
1.465539,0.564332,1.539588
2.087022,0.142344,1.684011
1.310577,-1.471022,-1.043932
-1.889234,0.602954,-0.719662
-1.133471,-0.12369,1.506093
0.788016,-0.193058,-1.471937
0.460794,1.761119,2.243087
-0.869246,0.507267,-2.098582
-2.053216,-0.075502,-0.069366
-0.607867,2.613649,-1.321068
1.607937,-3.023756,0.02062
-1.007558,1.370649,1.117233
-0.325703,-1.060231,-0.624402
-0.217364,-0.910447,0.85297
-1.099228,0.849032,-2.466136
0.563243,0.519381,-0.421786
-0.103973,1.25554,-0.498437
-0.093403,1.728378,2.698808
-0.735246,0.643465,-1.32841
0.448848,-0.468947,1.265694
2.058182,0.597743,0.924971
-2.316258,-0.040352,-2.328576
1.1044,2.512357,0.016155
1.434958,-0.966586,-2.181513
-0.291633,-2.740977,0.858503
2.623015,0.379564,0.006033
-2.166047,0.410314,-1.134344
-2.505148,-0.665396,-0.065864
-0.327647,0.126651,0.221986
-1.199779,0.802054,2.548432
0.960075,0.114563,-0.926433
0.193172,0.954819,0.693743
-0.62741,0.030345,0.773764
0.065908,3.105477,-1.275766
-2.133732,-0.012134,-0.857588
-0.274052,-0.802255,1.153755
-0.023931,2.222651,1.347715
-0.48512,-1.00634,-1.444934
1.607651,0.572139,-1.004665
0.821921,-0.743801,2.268358
0.792142,1.789831,1.781396
1.146715,0.644063,0.577075
0.690462,-0.290343,2.964724
-0.798424,0.386785,-2.62345
-2.336122,0.681361,1.539603
-0.958997,-0.530117,-0.239972
0.528936,-0.453887,1.077385
-2.39104,-0.31413,-0.738757
1.579094,-0.018025,0.316293
-0.090771,2.813123,0.765959
1.17935,2.604369,0.012256
0.391589,1.806494,1.922238
0.625406,-0.272422,-0.859582
2.685946,0.124641,0.158226
1.513839,-0.353047,-0.61744
-0.70385,-0.454341,-1.344741
0.472746,2.853615,0.647365
-1.79772,1.989014,0.165174
-1.031162,3.128142,0.000611
1.108456,1.771217,0.279492
0.594828,-0.498634,-0.984215
-0.636612,-0.526993,-1.743148
-0.122565,-2.768233,-0.079941
-0.445859,-2.90838,0.077848
1.765609,-0.374855,1.307385
-0.682057,2.400542,1.109193
-1.468884,-1.848527,1.027169
1.708861,-0.801834,0.363941
2.52208,0.844293,0.13106
0.654932,-2.795349,-0.912116
2.629839,0.631052,0.116797
2.608486,-0.118956,-0.389548
2.491217,-0.361033,-0.221909
1.094671,0.191548,0.928268
2.375748,0.25118,-0.766811
-0.723258,-0.396229,0.178942
-0.711117,-0.512139,-2.19849
-3.085542,0.089033,-0.003717
2.860712,0.147699,1.166852
0.129893,1.348418,2.882957
1.978205,-2.303372,0.075835
-1.685477,1.113916,-0.730998
-0.667261,-0.666637,2.259323
-0.141164,3.11289,1.004802
-0.578907,-0.591363,0.18569
1.519496,-1.832298,0.919998
-0.0888,-0.27984,0.232448
-2.379659,-0.537732,-1.032473
1.535764,-0.265268,-0.554451
3.130168,0.866938,0.274204
-1.696319,0.405077,-1.957932
-0.622274,-0.309123,-0.321048
0.598885,2.741427,0.552496
-0.284784,-0.680916,0.832368
-0.3452,-2.12348,-1.443741
0.279053,0.625547,0.149012
1.539491,-2.625509,0.365819
2.046956,-1.81335,-0.554193
-0.400069,2.466233,-0.599214
0.117989,-2.990018,0.593611
3.053652,-0.421679,0.555475
0.019564,0.849849,-1.709301
-1.134086,-1.085167,-1.276238
0.646714,0.056547,0.044395
-1.528124,-0.0424,-0.552143
-2.118773,-0.230849,0.804603
-2.714825,-0.358881,0.084039
-1.841348,-0.425987,0.943387
1.122899,-0.766616,-0.693873
-0.691031,0.328398,2.97698
-1.175968,3.05436,-0.408559
0.545203,1.071816,-2.109316
0.887331,-1.080069,1.748446
1.554154,-0.767829,-0.463097
-0.652758,0.908225,0.118637
-0.19306,-1.423053,-2.470112
1.324761,2.108197,0.948338
-1.507558,-0.84382,-0.082828
-0.042256,1.712311,2.400155
1.132095,2.502397,-0.070663
-1.46246,2.477789,-0.122227
0.568207,1.37969,0.444611
2.042231,1.996858,0.152183
1.513374,0.522931,0.209229
2.348106,-0.697498,-0.490077
1.77656,-1.7713,1.000023
-0.053684,-2.586111,0.082188
1.897209,-0.482995,1.409503
0.644942,0.248532,-2.759336
-1.781605,0.106769,-2.37887
-0.224242,-0.864052,-2.929861
-0.874549,-1.829779,1.845734
1.035512,-2.924662,-0.230676
0.345528,0.379369,1.10692
0.288682,-0.939366,0.835429
-1.183823,1.012875,0.036033
-2.623659,0.020984,1.525456
-1.081595,0.026788,1.615055
-1.276311,0.817699,0.656414
0.830562,0.245762,2.079899
-1.085339,0.506805,-2.596789
1.696124,0.806741,2.037987
0.660867,0.638057,1.229419
-0.642884,-0.636438,-2.790119
0.045502,-0.776579,1.338
-0.983422,0.550252,0.911585
0.662709,-2.392001,0.469851
0.538655,-0.076332,-1.418627
1.737453,-1.262875,-0.388971
-2.902602,0.109353,-0.309673
-0.350259,2.116918,-0.915918
0.115447,0.331224,0.057814
-0.823782,-0.905456,0.636407
-0.057469,0.610687,0.94171
-1.612572,0.793966,-0.913103
-0.141329,2.153062,2.002786
0.443231,3.104634,0.91379
2.586964,0.050761,-0.588413
-1.686028,-0.972628,1.130684
-2.899985,-0.362986,-1.347263
-0.588199,-2.517853,0.985136
-1.908067,0.603133,1.348191
-0.064049,1.197359,0.316011
2.091365,-0.328721,0.561484
0.963354,0.501555,-1.834098
-1.378471,-2.804242,-0.277161
0.078204,-3.077009,-0.009153
-1.213693,-0.087166,-1.166998
0.337372,-1.110533,-0.995133
-0.101235,0.587444,-2.482172
2.901649,0.159032,0.865233
-2.139221,-2.055517,-0.234677
0.987237,-0.270896,1.498013
-0.595439,-2.372682,0.086953
-2.227933,-1.272189,1.197621
0.913091,0.262911,-0.490038
-0.123729,0.248521,-1.398888
-1.374318,3.024309,-0.27917
1.804219,0.326749,1.084112
-0.793126,-0.174469,-1.394116
-0.1403,-0.860556,0.601468
-2.194634,0.029271,-2.048591
1.911992,-0.771616,-1.400445
-1.247186,0.01152,-1.048463
1.380633,2.176995,0.896888
-1.190824,-1.98136,-1.197773
-1.096061,0.377051,1.028851
-0.448272,-2.245093,0.279814
-2.066091,-0.228554,0.702166
0.242401,-0.018161,-1.653012
1.083839,0.356371,-1.140563
2.290689,1.9601,-0.329026
0.527712,0.766404,-2.319506
-0.180403,0.167418,1.917984
-1.12499,-0.283082,1.435269
0.448078,-0.514629,2.342865
0.049366,1.772214,-1.849233
-1.346184,1.097122,0.523803
2.204384,1.413088,-0.623545
-1.067768,0.691491,-1.18621
-0.279701,-0.028228,-2.248964
1.431799,0.729681,-1.844316
1.150282,2.576782,-0.951857
2.326246,-0.245815,-1.536373
1.492958,0.994822,0.639896
0.352242,2.893827,1.239384
-1.409109,-0.240712,2.374854
1.95013,-0.295742,0.464008
0.967242,1.796494,1.429657
-2.162959,-0.036672,0.771527
-1.793838,-0.185881,-1.168101
2.12174,0.93897,1.176812
-2.417596,0.126333,1.346812
-1.195068,2.57,0.019152
0.471434,-3.064414,-0.971343
-2.272693,1.370225,-0.970852
-0.980825,-2.86524,0.666213
-1.484144,-0.232088,-1.795847
-0.348681,-0.090068,-0.602902
1.416471,0.288801,0.912134
1.315427,0.720451,0.480544
0.770408,0.018225,2.62091
-1.0368,0.79831,0.770233
0.727487,0.438612,-2.55032
-0.590117,-0.45439,0.965932
2.270734,0.160735,-0.195647
-0.193191,-0.074997,1.577358
-0.848492,-1.174892,-2.656208
1.306981,-0.333199,2.778672
2.091039,0.502774,-1.707763
-1.293747,0.277549,1.327087
0.961485,0.191158,0.818513
-0.666133,-0.482504,2.122834
1.04347,-0.400864,2.107042
-0.257602,-2.981951,0.075348
1.578224,-0.246026,0.815069
-1.762758,-0.688739,-0.829788
-0.86199,0.439436,2.719267
0.893394,-0.416017,-2.267553
0.810634,2.506463,-0.470415
0.999279,-2.704247,-0.35595
1.522998,0.841325,-0.844429
-2.821793,0.20265,-0.145125
-1.243334,-2.000066,0.482095
-0.887156,-0.600785,-0.800512
-0.593435,-0.339751,-1.956991
-0.024607,-0.014638,-2.971967
-1.845419,-0.324932,-1.500526
0.264821,0.277346,-2.849444
0.805444,1.385622,0.372226
-0.628484,-0.52716,-0.106829
2.007781,-0.353185,1.341614
1.460677,0.905482,2.172594
1.063553,-0.909303,0.823281
1.049392,2.59083,0.862699
-0.035924,2.169183,0.785434
-0.741799,1.209546,-2.153684
1.302688,-2.952013,0.368069
1.145099,0.302154,1.234115
-1.028513,-2.764935,-0.305546
0.456022,-2.822238,0.008769
-0.650948,-1.112632,-0.825429
1.437491,-0.262571,2.547119
-1.539725,-1.291392,0.144249
1.158849,2.343251,-0.202127
0.933026,-0.467881,-0.518416
-1.680015,-0.034524,-0.640098
0.904458,-0.796309,-0.400666
0.814013,2.270603,-1.234119
-0.281796,0.633653,-0.363919
2.273237,-0.114633,1.891775
0.917242,2.470366,0.57098
-3.030909,-0.554068,0.183985
-0.429752,2.037859,-0.575897
-0.743131,2.438264,-0.276982
-0.971541,0.516175,-1.861146
0.224658,2.620488,-0.052092
0.067899,-0.016136,-1.181101
-2.925618,1.033902,-0.723908
2.652141,0.337069,-1.553995
-1.066551,0.077665,2.683883
-2.608156,0.02971,1.448927
-1.084463,0.541433,-1.983521
0.346479,2.845768,-0.604728
0.834512,0.529425,-2.725414
-1.636347,-0.321431,2.526037
2.012055,-0.448419,-1.727852
-0.230314,-1.106789,-0.630879
-0.531756,0.755187,-1.037439
-1.618941,0.132385,-2.007733
-2.263724,-0.391313,-1.238284
2.311766,0.056237,-0.952201
-1.084745,0.883164,2.129511
0.870224,2.171687,-1.142745
-1.076462,-0.952185,1.352519
1.259602,-1.99916,-1.216917
-1.304464,0.649258,-1.341988
-1.898222,0.947747,0.587861
-0.167647,-0.055239,0.673058
0.69511,0.147373,3.094043
1.156626,2.261053,-0.582041
3.079996,-0.659532,-0.580072
-0.383291,1.033378,2.982357
-2.464242,-0.095017,-1.285689
-1.017378,1.2741,2.295988
2.496225,-0.440173,-0.935042
2.369375,-0.283997,1.226199
-2.77427,-0.274957,1.170601
-0.936832,-0.868172,2.755852
1.856227,1.449398,0.869804
0.643064,1.397463,0.752588
1.768699,-0.042327,2.706847
1.002132,0.231473,0.555046
0.82173,2.546679,-0.824949
0.455928,-0.886379,2.560787
-1.163043,0.255025,0.838864
0.368459,2.295596,-0.290646
0.842741,0.773446,-1.64359
-2.296369,0.293241,0.282596
-2.836395,1.05975,0.558079
0.742012,-0.006878,0.491856
-0.166153,-2.564766,-0.053077
2.960157,-1.344081,-0.33183
-2.18359,0.170841,2.342017
0.984087,2.632669,0.02908
2.003568,-0.929107,1.610757
0.929261,0.26945,-1.013271
1.197488,-1.840486,0.7347
0.224667,-2.486908,1.163635
-0.861145,0.299688,-0.843901
-0.037183,-0.376225,1.683501
0.434056,-0.231066,-1.465647
-0.859236,-0.414456,2.488239
0.936142,2.124773,-0.469918
-0.552017,-0.235599,2.90891
-0.978613,2.908511,-0.767901
-1.988956,-1.806115,0.002019
-0.212496,-0.322107,-0.32756
0.47648,2.099232,-0.792608
1.239391,-0.735063,-0.329887
1.890312,-0.810141,1.536361
0.630055,0.806055,-0.028693
-0.00221,2.751716,-0.333259
1.354268,-0.425372,2.90517
1.792083,1.841732,0.968076
1.693873,-2.104852,0.904606
-0.368092,-0.681308,3.021962
0.007743,-0.901307,2.486204
-2.414204,-0.336538,-1.793766
-2.285161,2.026491,0.306341
0.328937,-0.327361,-1.434205
-0.132587,-2.203035,-1.706658
0.501462,-1.323474,0.15329
-0.625827,-1.206506,-0.723555
2.632427,0.633584,-1.187487
-0.4723,-2.82571,1.332762
-1.647239,-0.580436,-1.796358
-1.610968,0.535233,1.320685
1.779277,1.033823,-0.729625
-0.97121,-2.641509,-0.146144
0.200756,-1.304945,-1.215583
0.00551,-2.765037,1.031834
1.118228,2.226103,0.560194
0.580478,-2.255276,0.96249
-0.121033,2.458855,0.6734
-1.857587,0.879054,1.970299
-0.965167,0.470393,1.225037
1.078037,3.087594,0.200211
1.077056,-1.140971,2.328297
-0.740409,-2.306139,0.409962
-1.197414,0.531591,-1.688634
1.913646,0.792419,-0.403567
0.79786,2.715727,-0.725772
-0.94494,0.478017,-1.721042
-0.638968,0.908123,-1.794046
0.48637,0.043238,1.675573
-0.035446,0.488914,0.128512
0.372578,-0.726983,-0.790052
